sample,x0,y0,n_hep,n_cd4,n_chol,score
56784_c,13850.40965271,-9280.37451171875,167,13,32,46.593991028887
56784_c,13850.40965271,-9230.37451171875,180,7,23,35.4964786985977
56784_c,13850.40965271,-9180.37451171875,181,6,9,32.9545141065682
56784_c,13850.40965271,-8930.37451171875,190,5,0,30.8220700148449
56784_c,13850.40965271,-8880.37451171875,190,5,1,30.8220700148449
56784_c,13850.40965271,-8830.37451171875,183,8,1,38.262252939418
56784_c,13850.40965271,-8780.37451171875,185,8,1,38.4707681233427
56784_c,13850.40965271,-8730.37451171875,175,9,14,39.6862696659689
56784_c,13850.40965271,-8680.37451171875,156,11,23,41.424630354416
56784_c,13850.40965271,-8630.37451171875,122,12,22,38.262252939418
56784_c,13850.40965271,-8580.37451171875,86,8,22,26.229754097208
56784_c,13850.40965271,-8530.37451171875,48,6,22,16.9705627484771
56784_c,13900.40965271,-9530.37451171875,146,5,4,27.0185121722126
56784_c,13900.40965271,-9480.37451171875,170,10,10,41.2310562561766
56784_c,13900.40965271,-9430.37451171875,184,10,15,42.8952211790544
56784_c,13900.40965271,-9380.37451171875,178,11,15,44.2492937796752
56784_c,13900.40965271,-9330.37451171875,194,9,14,41.7851648315524
56784_c,13900.40965271,-9280.37451171875,191,8,12,39.0896405713841
56784_c,13900.40965271,-8880.37451171875,191,5,1,30.9030742807249
56784_c,13900.40965271,-8830.37451171875,184,9,1,40.6939798987516
56784_c,13900.40965271,-8780.37451171875,180,12,4,46.475800154489
56784_c,13900.40965271,-8730.37451171875,162,13,22,45.8911756223351
56784_c,13900.40965271,-8680.37451171875,137,16,29,46.8187996428785
56784_c,13900.40965271,-8630.37451171875,103,16,28,40.5955662603689
56784_c,13900.40965271,-8580.37451171875,67,11,28,27.1477439209965
56784_c,13900.40965271,-8530.37451171875,34,6,25,14.2828568570857
56784_c,13950.40965271,-9480.37451171875,135,9,7,34.8568501158668
56784_c,13950.40965271,-9430.37451171875,163,10,11,40.3732584763727
56784_c,13950.40965271,-9380.37451171875,174,10,11,41.7133072292284
56784_c,13950.40965271,-9330.37451171875,197,9,10,42.1070065428546
56784_c,13950.40965271,-9280.37451171875,207,8,9,40.6939798987516
56784_c,13950.40965271,-8880.37451171875,185,5,0,30.4138126514911
56784_c,13950.40965271,-8830.37451171875,178,9,1,40.024992192379
56784_c,13950.40965271,-8780.37451171875,164,19,7,55.8211429478115
56784_c,13950.40965271,-8730.37451171875,134,23,26,55.515763527128
56784_c,13950.40965271,-8680.37451171875,104,26,33,52
56784_c,13950.40965271,-8630.37451171875,75,23,33,41.5331193145904
56784_c,13950.40965271,-8580.37451171875,41,18,32,27.1661554144123
56784_c,14000.40965271,-9480.37451171875,98,8,4,28
56784_c,14000.40965271,-9430.37451171875,136,9,4,34.9857113690718
56784_c,14000.40965271,-9380.37451171875,161,9,4,38.0657326213486
56784_c,14000.40965271,-9330.37451171875,188,7,3,36.2767142944341
56784_c,14000.40965271,-9280.37451171875,208,6,3,35.3270434653114
56784_c,14000.40965271,-8880.37451171875,167,6,4,31.6543835826888
56784_c,14000.40965271,-8830.37451171875,162,23,4,61.0409698481274
56784_c,14000.40965271,-8780.37451171875,142,40,10,75.3657747256671
56784_c,14000.40965271,-8730.37451171875,114,44,25,70.8237248385031
56784_c,14000.40965271,-8680.37451171875,82,46,26,61.4166101311364
56784_c,14000.40965271,-8630.37451171875,56,42,24,48.4974226119286
56784_c,14050.40965271,-9080.37451171875,196,7,8,37.0405183549043
56784_c,14050.40965271,-9030.37451171875,182,8,8,38.1575680566778
56784_c,14050.40965271,-8980.37451171875,171,8,12,36.9864840178139
56784_c,14050.40965271,-8930.37451171875,167,8,12,36.5513337649941
56784_c,14050.40965271,-8880.37451171875,148,15,11,47.116875957559
56784_c,14050.40965271,-8830.37451171875,137,34,13,68.2495421230062
56784_c,14050.40965271,-8780.37451171875,114,51,22,76.249590162833
56784_c,14050.40965271,-8730.37451171875,86,54,33,68.1469001496033
56784_c,14050.40965271,-8680.37451171875,50,53,34,51.478150704935
56784_c,14050.40965271,-8630.37451171875,32,44,32,37.5233260785874
56784_c,14100.40965271,-9130.37451171875,201,5,4,31.7017349682947
56784_c,14100.40965271,-9080.37451171875,191,9,8,41.4608248832558
56784_c,14100.40965271,-9030.37451171875,183,9,8,40.5832477754061
56784_c,14100.40965271,-8980.37451171875,169,9,12,39
56784_c,14100.40965271,-8930.37451171875,164,9,13,38.4187454245971
56784_c,14100.40965271,-8880.37451171875,147,18,12,51.4392845984467
56784_c,14100.40965271,-8830.37451171875,132,43,14,75.3392328073495
56784_c,14100.40965271,-8780.37451171875,99,61,23,77.7110030819317
56784_c,14100.40965271,-8730.37451171875,71,64,25,67.4091981854109
56784_c,14100.40965271,-8680.37451171875,34,62,25,45.912961132996
56784_c,14150.40965271,-9130.37451171875,191,5,4,30.9030742807249
56784_c,14150.40965271,-9080.37451171875,188,9,8,41.1339276024063
56784_c,14150.40965271,-9030.37451171875,182,9,8,40.4722126896961
56784_c,14150.40965271,-8980.37451171875,174,9,12,39.5727178748188
56784_c,14150.40965271,-8930.37451171875,169,9,13,39
56784_c,14150.40965271,-8880.37451171875,148,19,13,53.0282943342514
56784_c,14150.40965271,-8830.37451171875,126,50,17,79.3725393319377
56784_c,14150.40965271,-8780.37451171875,89,65,23,76.0591874792257
56784_c,14150.40965271,-8730.37451171875,62,68,20,64.9307323229917
56784_c,14200.40965271,-9130.37451171875,179,6,4,32.7719392163479
56784_c,14200.40965271,-9080.37451171875,182,10,8,42.6614580154031
56784_c,14200.40965271,-9030.37451171875,177,10,8,42.0713679359253
56784_c,14200.40965271,-8980.37451171875,166,9,12,38.6522961801754
56784_c,14200.40965271,-8930.37451171875,166,9,13,38.6522961801754
56784_c,14200.40965271,-8880.37451171875,150,20,14,54.7722557505166
56784_c,14200.40965271,-8830.37451171875,122,51,17,78.8796551716601
56784_c,14200.40965271,-8780.37451171875,96,59,20,75.2595508889071
56784_c,14200.40965271,-8730.37451171875,69,59,18,63.8043885637971
56784_c,14200.40965271,-8680.37451171875,30,57,18,41.3521462562707
56784_c,14250.40965271,-9430.37451171875,190,5,1,30.8220700148449
56784_c,14250.40965271,-9180.37451171875,178,5,1,29.8328677803526
56784_c,14250.40965271,-9130.37451171875,173,5,1,29.4108823397055
56784_c,14250.40965271,-9080.37451171875,185,9,4,40.8044115262063
56784_c,14250.40965271,-9030.37451171875,198,8,4,39.7994974842648
56784_c,14250.40965271,-8980.37451171875,192,9,7,41.5692193816531
56784_c,14250.40965271,-8930.37451171875,197,10,8,44.3846820423443
56784_c,14250.40965271,-8880.37451171875,179,22,10,62.7534859589489
56784_c,14250.40965271,-8830.37451171875,153,40,14,78.2304288624318
56784_c,14250.40965271,-8780.37451171875,122,43,19,72.4292758489273
56784_c,14250.40965271,-8730.37451171875,89,45,23,63.285069329187
56784_c,14250.40965271,-8680.37451171875,49,42,23,45.365184888855
56784_c,14250.40965271,-8630.37451171875,31,29,22,29.9833287011299
56784_c,14300.40965271,-9630.37451171875,123,5,0,24.7991935352745
56784_c,14300.40965271,-9580.37451171875,169,6,0,31.8433666561813
56784_c,14300.40965271,-9530.37451171875,189,6,0,33.6749164809655
56784_c,14300.40965271,-9480.37451171875,199,7,0,37.322915213043
56784_c,14300.40965271,-9430.37451171875,194,9,0,41.7851648315524
56784_c,14300.40965271,-9380.37451171875,175,5,0,29.5803989154981
56784_c,14300.40965271,-9280.37451171875,142,5,0,26.6458251889485
56784_c,14300.40965271,-9230.37451171875,153,5,1,27.6586333718787
56784_c,14300.40965271,-9080.37451171875,179,6,1,32.7719392163479
56784_c,14300.40965271,-9030.37451171875,208,5,1,32.2490309931942
56784_c,14300.40965271,-8980.37451171875,209,6,0,35.4118624192516
56784_c,14300.40965271,-8930.37451171875,212,7,1,38.5227205685165
56784_c,14300.40965271,-8880.37451171875,203,14,3,53.3104117410474
56784_c,14300.40965271,-8830.37451171875,185,30,11,74.4983221287567
56784_c,14300.40965271,-8780.37451171875,145,40,13,76.1577310586391
56784_c,14300.40965271,-8730.37451171875,103,44,20,67.3201307188274
56784_c,14300.40965271,-8680.37451171875,63,43,20,52.0480547186924
56784_c,14300.40965271,-8630.37451171875,35,36,25,35.4964786985977
56784_c,14350.40965271,-9630.37451171875,131,5,0,25.5929677841395
56784_c,14350.40965271,-9580.37451171875,175,6,0,32.4037034920393
56784_c,14350.40965271,-9530.37451171875,185,7,0,35.9861084308932
56784_c,14350.40965271,-9480.37451171875,194,9,0,41.7851648315524
56784_c,14350.40965271,-9430.37451171875,186,11,0,45.2327315115946
56784_c,14350.40965271,-9380.37451171875,164,7,0,33.8821486921948
56784_c,14350.40965271,-9330.37451171875,144,6,0,29.3938769133981
56784_c,14350.40965271,-9280.37451171875,146,6,0,29.5972971738975
56784_c,14350.40965271,-9230.37451171875,151,5,1,27.4772633280682
56784_c,14350.40965271,-8880.37451171875,234,9,7,45.8911756223351
56784_c,14350.40965271,-8830.37451171875,210,27,26,75.2994023880668
56784_c,14350.40965271,-8780.37451171875,167,42,30,83.7496268648404
56784_c,14350.40965271,-8730.37451171875,116,50,37,76.1577310586391
56784_c,14350.40965271,-8680.37451171875,76,52,43,62.8649345820069
56784_c,14350.40965271,-8630.37451171875,48,49,47,48.4974226119286
56784_c,14350.40965271,-8580.37451171875,34,31,36,32.4653661614959
56784_c,14400.40965271,-9530.37451171875,159,5,0,28.1957443597434
56784_c,14400.40965271,-9480.37451171875,171,7,0,34.5976877840124
56784_c,14400.40965271,-9430.37451171875,170,9,0,39.1152144312159
56784_c,14400.40965271,-9380.37451171875,153,6,0,30.2985148150862
56784_c,14400.40965271,-9330.37451171875,132,6,0,28.1424945589406
56784_c,14400.40965271,-9280.37451171875,132,6,0,28.1424945589406
56784_c,14400.40965271,-9230.37451171875,137,7,1,30.967725134404
56784_c,14400.40965271,-9180.37451171875,138,5,1,26.2678510731274
56784_c,14400.40965271,-9130.37451171875,149,5,1,27.2946881279124
56784_c,14400.40965271,-9080.37451171875,170,6,1,31.9374388453426
56784_c,14400.40965271,-9030.37451171875,213,5,1,32.6343377441614
56784_c,14400.40965271,-8930.37451171875,251,5,1,35.4259791678367
56784_c,14400.40965271,-8880.37451171875,244,7,10,41.3279566395437
56784_c,14400.40965271,-8830.37451171875,223,19,34,65.0922422412994
56784_c,14400.40965271,-8780.37451171875,181,38,41,82.9337084664613
56784_c,14400.40965271,-8730.37451171875,131,46,48,77.6273147803014
56784_c,14400.40965271,-8680.37451171875,90,49,56,66.407830863536
56784_c,14400.40965271,-8630.37451171875,72,49,57,59.39696961967
56784_c,14400.40965271,-8580.37451171875,61,37,41,47.5078940808788
56784_c,14400.40965271,-8530.37451171875,43,18,34,27.8208554864871
56784_c,14400.40965271,-8480.37451171875,36,8,27,16.9705627484771
56784_c,14450.40965271,-9530.37451171875,115,5,0,23.9791576165636
56784_c,14450.40965271,-9480.37451171875,131,9,0,34.3365694267788
56784_c,14450.40965271,-9430.37451171875,141,10,0,37.5499667110372
56784_c,14450.40965271,-9380.37451171875,141,6,0,29.086079144498
56784_c,14450.40965271,-9330.37451171875,132,6,0,28.1424945589406
56784_c,14450.40965271,-9280.37451171875,132,6,0,28.1424945589406
56784_c,14450.40965271,-9230.37451171875,139,5,1,26.3628526529281
56784_c,14450.40965271,-9130.37451171875,149,5,1,27.2946881279124
56784_c,14450.40965271,-9080.37451171875,162,6,3,31.1769145362398
56784_c,14450.40965271,-9030.37451171875,215,5,3,32.78719262151
56784_c,14450.40965271,-8930.37451171875,264,5,3,36.3318042491699
56784_c,14450.40965271,-8830.37451171875,247,14,33,58.8047617119566
56784_c,14450.40965271,-8780.37451171875,200,33,40,81.2403840463596
56784_c,14450.40965271,-8730.37451171875,147,41,45,77.6337555448659
56784_c,14450.40965271,-8680.37451171875,113,44,53,70.5124102552168
56784_c,14450.40965271,-8630.37451171875,100,47,56,68.5565460040105
56784_c,14450.40965271,-8580.37451171875,89,38,40,58.1549653941949
56784_c,14450.40965271,-8530.37451171875,69,19,33,36.2077339804634
56784_c,14450.40965271,-8480.37451171875,59,9,28,23.0434372436058
56784_c,14450.40965271,-8430.37451171875,42,5,19,14.4913767461894
56784_c,14500.40965271,-9480.37451171875,99,8,0,28.1424945589406
56784_c,14500.40965271,-9430.37451171875,124,9,0,33.4065861769801
56784_c,14500.40965271,-9380.37451171875,137,7,0,30.967725134404
56784_c,14500.40965271,-9330.37451171875,144,8,0,33.9411254969543
56784_c,14500.40965271,-9280.37451171875,147,7,0,32.0780298646909
56784_c,14500.40965271,-9230.37451171875,144,6,1,29.3938769133981
56784_c,14500.40965271,-9180.37451171875,143,5,1,26.7394839142419
56784_c,14500.40965271,-9130.37451171875,147,5,4,27.1108834234519
56784_c,14500.40965271,-9080.37451171875,154,5,8,27.7488738510232
56784_c,14500.40965271,-9030.37451171875,204,5,8,31.9374388453426
56784_c,14500.40965271,-8830.37451171875,242,10,33,49.1934955049954
56784_c,14500.40965271,-8780.37451171875,198,27,38,73.1163456417237
56784_c,14500.40965271,-8730.37451171875,147,33,38,69.6491205974634
56784_c,14500.40965271,-8680.37451171875,121,37,46,66.9103878332804
56784_c,14500.40965271,-8630.37451171875,116,41,48,68.9637585982667
56784_c,14500.40965271,-8580.37451171875,113,33,32,61.0655385630881
56784_c,14500.40965271,-8530.37451171875,101,16,28,40.1995024844836
56784_c,14500.40965271,-8480.37451171875,91,10,28,30.1662062579967
56784_c,14500.40965271,-8430.37451171875,65,6,19,19.7484176581315
56784_c,14550.40965271,-9480.37451171875,72,5,0,18.9736659610103
56784_c,14550.40965271,-9430.37451171875,117,5,0,24.1867732448956
56784_c,14550.40965271,-9380.37451171875,144,6,0,29.3938769133981
56784_c,14550.40965271,-9330.37451171875,168,7,0,34.2928563989645
56784_c,14550.40965271,-9280.37451171875,183,6,0,33.1360830515618
56784_c,14550.40965271,-9230.37451171875,189,7,0,36.3730669589464
56784_c,14550.40965271,-9180.37451171875,177,7,0,35.1994318135961
56784_c,14550.40965271,-9130.37451171875,174,6,3,32.310988842807
56784_c,14550.40965271,-9080.37451171875,181,5,7,30.0832179129826
56784_c,14550.40965271,-9030.37451171875,219,5,7,33.0907842155486
56784_c,14550.40965271,-8830.37451171875,242,10,27,49.1934955049954
56784_c,14550.40965271,-8780.37451171875,211,19,32,63.3166644731069
56784_c,14550.40965271,-8730.37451171875,171,23,32,62.7136348811006
56784_c,14550.40965271,-8680.37451171875,150,26,40,62.449979983984
56784_c,14550.40965271,-8630.37451171875,154,29,36,66.8281377864145
56784_c,14550.40965271,-8580.37451171875,142,21,26,54.6076917659042
56784_c,14550.40965271,-8530.37451171875,123,12,22,38.4187454245971
56784_c,14550.40965271,-8480.37451171875,107,8,22,29.2574776766556
56784_c,14550.40965271,-8430.37451171875,74,5,13,19.2353840616713
56784_c,14600.40965271,-9330.37451171875,149,5,0,27.2946881279124
56784_c,14600.40965271,-9280.37451171875,171,6,0,32.0312347560939
56784_c,14600.40965271,-9230.37451171875,187,9,0,41.024382993532
56784_c,14600.40965271,-9180.37451171875,181,9,0,40.3608721412211
56784_c,14600.40965271,-9130.37451171875,177,10,3,42.0713679359253
56784_c,14600.40965271,-9080.37451171875,180,9,7,40.2492235949962
56784_c,14600.40965271,-9030.37451171875,208,8,7,40.7921561087423
56784_c,14600.40965271,-8780.37451171875,220,6,14,36.3318042491699
56784_c,14600.40965271,-8730.37451171875,191,6,14,33.8526217596215
56784_c,14600.40965271,-8680.37451171875,177,8,16,37.6297754444536
56784_c,14600.40965271,-8630.37451171875,182,10,13,42.6614580154031
56784_c,14600.40965271,-8580.37451171875,166,9,6,38.6522961801754
56784_c,14600.40965271,-8530.37451171875,142,5,4,26.6458251889485
56784_c,14600.40965271,-8480.37451171875,122,5,4,24.6981780704569
56784_c,14650.40965271,-9330.37451171875,123,5,0,24.7991935352745
56784_c,14650.40965271,-9280.37451171875,147,6,0,29.698484809835
56784_c,14650.40965271,-9230.37451171875,168,8,0,36.6606055596467
56784_c,14650.40965271,-9180.37451171875,166,8,0,36.4417343165772
56784_c,14650.40965271,-9130.37451171875,167,8,3,36.5513337649941
56784_c,14650.40965271,-9080.37451171875,176,7,7,35.0998575495685
56784_c,14650.40965271,-9030.37451171875,200,6,7,34.6410161513776
56784_c,14650.40965271,-8630.37451171875,194,5,1,31.1448230047949
56784_c,14700.40965271,-9230.37451171875,131,7,0,30.2820078594534
56784_c,14700.40965271,-9180.37451171875,127,7,0,29.8161030317512
56784_c,14700.40965271,-9130.37451171875,142,7,3,31.5277655408689
56784_c,14700.40965271,-9080.37451171875,154,9,5,37.2290209379726
56784_c,14700.40965271,-9030.37451171875,174,9,5,39.5727178748188
56784_c,14700.40965271,-8980.37451171875,190,7,5,36.4691650576209
56784_c,14700.40965271,-8930.37451171875,212,8,5,41.182520563948
56784_c,14700.40965271,-8880.37451171875,227,8,2,42.614551505325
56784_c,14700.40965271,-8830.37451171875,230,8,0,42.8952211790544
56784_c,14700.40965271,-8780.37451171875,224,7,0,39.5979797464467
56784_c,14700.40965271,-8730.37451171875,211,7,0,38.4317577011513
56784_c,14700.40965271,-8680.37451171875,207,8,0,40.6939798987516
56784_c,14700.40965271,-8630.37451171875,186,8,0,38.5746030439718
56784_c,14700.40965271,-8580.37451171875,155,5,0,27.8388218141501
56784_c,14700.40965271,-8530.37451171875,125,5,1,25
56784_c,14750.40965271,-9230.37451171875,92,5,0,21.4476105895272
56784_c,14750.40965271,-9180.37451171875,92,6,0,23.4946802489415
56784_c,14750.40965271,-9130.37451171875,113,10,6,33.6154726279432
56784_c,14750.40965271,-9080.37451171875,124,16,6,44.5421149026402
56784_c,14750.40965271,-9030.37451171875,141,19,7,51.7590571784301
56784_c,14750.40965271,-8980.37451171875,151,17,7,50.6655701635736
56784_c,14750.40965271,-8930.37451171875,181,17,7,55.4707129934347
56784_c,14750.40965271,-8880.37451171875,194,15,1,53.9444158370447
56784_c,14750.40965271,-8830.37451171875,200,13,1,50.9901951359279
56784_c,14750.40965271,-8780.37451171875,202,10,0,44.9444101084885
56784_c,14750.40965271,-8730.37451171875,197,10,0,44.3846820423443
56784_c,14750.40965271,-8680.37451171875,196,11,0,46.4327470649756
56784_c,14750.40965271,-8630.37451171875,172,9,0,39.344631145812
56784_c,14750.40965271,-8580.37451171875,143,5,0,26.7394839142419
56784_c,14800.40965271,-9180.37451171875,34,7,5,15.4272486205415
56784_c,14800.40965271,-9130.37451171875,61,16,14,31.2409987036266
56784_c,14800.40965271,-9080.37451171875,74,33,14,49.4165964024234
56784_c,14800.40965271,-9030.37451171875,91,40,15,60.3324125159934
56784_c,14800.40965271,-8980.37451171875,111,39,15,65.7951365983839
56784_c,14800.40965271,-8930.37451171875,145,38,10,74.2293742395825
56784_c,14800.40965271,-8880.37451171875,157,32,2,70.8801805866774
56784_c,14800.40965271,-8830.37451171875,166,21,2,59.0423576765021
56784_c,14800.40965271,-8780.37451171875,173,14,1,49.2138191974571
56784_c,14800.40965271,-8730.37451171875,172,13,1,47.2863616701476
56784_c,14800.40965271,-8680.37451171875,172,13,1,47.2863616701476
56784_c,14800.40965271,-8630.37451171875,149,11,0,40.4845649599943
56784_c,14800.40965271,-8580.37451171875,130,5,0,25.4950975679639
56784_c,14800.40965271,-8530.37451171875,97,5,0,22.0227155455452
56784_c,14800.40965271,-8480.37451171875,91,5,0,21.3307290077015
56784_c,14850.40965271,-9080.37451171875,40,34,25,36.8781778291716
56784_c,14850.40965271,-9030.37451171875,57,44,26,50.0799361021957
56784_c,14850.40965271,-8980.37451171875,74,44,25,57.0613704707484
56784_c,14850.40965271,-8930.37451171875,103,47,10,69.5772951471958
56784_c,14850.40965271,-8880.37451171875,115,39,2,66.9701426010129
56784_c,14850.40965271,-8830.37451171875,137,27,2,60.8194047981399
56784_c,14850.40965271,-8780.37451171875,156,20,1,55.8569601750758
56784_c,14850.40965271,-8730.37451171875,168,20,1,57.9655069847578
56784_c,14850.40965271,-8680.37451171875,171,15,1,50.6458290484024
56784_c,14850.40965271,-8630.37451171875,149,13,0,44.0113621693308
56784_c,14850.40965271,-8580.37451171875,120,7,0,28.9827534923789
56784_c,14850.40965271,-8530.37451171875,88,5,0,20.976176963403
56784_c,14900.40965271,-8980.37451171875,39,48,40,43.2666153055679
56784_c,14900.40965271,-8930.37451171875,65,48,17,55.8569601750758
56784_c,14900.40965271,-8880.37451171875,72,40,2,53.665631459995
56784_c,14900.40965271,-8830.37451171875,98,27,2,51.4392845984467
56784_c,14900.40965271,-8780.37451171875,138,19,1,51.2054684579684
56784_c,14900.40965271,-8730.37451171875,159,20,2,56.3914887194867
56784_c,14900.40965271,-8680.37451171875,162,16,2,50.9116882454314
56784_c,14900.40965271,-8630.37451171875,151,13,1,44.3057558337514
56784_c,14900.40965271,-8580.37451171875,127,8,1,31.8747549010185
56784_c,14900.40965271,-8530.37451171875,85,6,1,22.5831795812724
56784_c,14950.40965271,-8930.37451171875,30,44,37,36.3318042491699
56784_c,14950.40965271,-8880.37451171875,38,32,9,34.8711915483254
56784_c,14950.40965271,-8830.37451171875,71,21,2,38.6134691526156
56784_c,14950.40965271,-8780.37451171875,115,14,1,40.1248052954778
56784_c,14950.40965271,-8730.37451171875,144,15,2,46.475800154489
56784_c,14950.40965271,-8680.37451171875,151,11,2,40.7553677446297
56784_c,14950.40965271,-8630.37451171875,149,10,1,38.6005181312376
56784_c,14950.40965271,-8580.37451171875,118,6,1,26.6082693913001
56784_c,14950.40965271,-8530.37451171875,83,5,1,20.3715487874634
56784_c,15000.40965271,-8830.37451171875,50,16,8,28.2842712474619
56784_c,15000.40965271,-8780.37451171875,100,11,1,33.166247903554
56784_c,15000.40965271,-8730.37451171875,134,12,2,40.0998753115268
56784_c,15000.40965271,-8680.37451171875,144,8,2,33.9411254969543
56784_c,15000.40965271,-8630.37451171875,145,8,1,34.0587727318528
56784_c,15000.40965271,-8580.37451171875,122,5,1,24.6981780704569
56784_c,15000.40965271,-8530.37451171875,91,6,1,23.3666428910958
56784_c,15000.40965271,-8480.37451171875,73,5,0,19.1049731745428
56784_c,15050.40965271,-8830.37451171875,38,8,26,17.4355957741627
56784_c,15050.40965271,-8780.37451171875,87,7,0,24.6779253585061
56784_c,15050.40965271,-8730.37451171875,128,9,1,33.9411254969543
56784_c,15050.40965271,-8680.37451171875,149,7,1,32.2955105239103
56784_c,15050.40965271,-8630.37451171875,162,6,1,31.1769145362398
56784_c,15050.40965271,-8580.37451171875,144,6,1,29.3938769133981
56784_c,15050.40965271,-8530.37451171875,123,6,1,27.1661554144123
56784_c,15050.40965271,-8480.37451171875,93,5,0,21.5638586528478
56784_c,15100.40965271,-9230.37451171875,31,21,21,25.5147016443462
56784_c,15100.40965271,-9180.37451171875,32,35,43,33.466401061363
56784_c,15100.40965271,-9130.37451171875,32,40,65,35.7770876399966
56784_c,15100.40965271,-8580.37451171875,167,5,2,28.8963665535998
56784_c,15100.40965271,-8530.37451171875,155,7,2,32.9393381840012
56784_c,15100.40965271,-8480.37451171875,129,7,1,30.0499584026334
56784_c,15100.40965271,-8430.37451171875,102,5,0,22.5831795812724
56784_c,15150.40965271,-9280.37451171875,44,6,5,16.2480768092719
56784_c,15150.40965271,-9230.37451171875,48,21,10,31.7490157327751
56784_c,15150.40965271,-9180.37451171875,49,35,24,41.4125584816973
56784_c,15150.40965271,-9130.37451171875,47,42,41,44.4297197830461
56784_c,15150.40965271,-9080.37451171875,30,44,59,36.3318042491699
56784_c,15150.40965271,-8580.37451171875,171,5,1,29.2403830344269
56784_c,15150.40965271,-8530.37451171875,179,7,1,35.3977400408557
56784_c,15150.40965271,-8480.37451171875,156,8,1,35.3270434653114
56784_c,15150.40965271,-8430.37451171875,130,8,0,32.2490309931942
56784_c,15150.40965271,-8380.37451171875,99,6,0,24.3721152139079
56784_c,15200.40965271,-9280.37451171875,45,16,7,26.8328157299975
56784_c,15200.40965271,-9230.37451171875,50,31,8,39.3700393700591
56784_c,15200.40965271,-9180.37451171875,51,44,22,47.370877129308
56784_c,15200.40965271,-9130.37451171875,48,51,26,49.4772675074119
56784_c,15200.40965271,-8780.37451171875,51,6,0,17.4928556845359
56784_c,15200.40965271,-8730.37451171875,93,5,0,21.5638586528478
56784_c,15200.40965271,-8580.37451171875,195,8,1,39.496835316263
56784_c,15200.40965271,-8530.37451171875,198,9,1,42.2137418384109
56784_c,15200.40965271,-8480.37451171875,181,10,1,42.5440947723653
56784_c,15200.40965271,-8430.37451171875,155,10,0,39.3700393700591
56784_c,15200.40965271,-8380.37451171875,118,7,0,28.7402157263998
56784_c,15250.40965271,-9280.37451171875,46,16,9,27.1293199325011
56784_c,15250.40965271,-9230.37451171875,52,27,11,37.4699879903904
56784_c,15250.40965271,-9180.37451171875,52,36,37,43.2666153055679
56784_c,15250.40965271,-9130.37451171875,45,45,46,45
56784_c,15250.40965271,-8830.37451171875,30,9,22,16.431676725155
56784_c,15250.40965271,-8780.37451171875,64,7,0,21.1660104885167
56784_c,15250.40965271,-8730.37451171875,103,6,0,24.8596057893121
56784_c,15250.40965271,-8630.37451171875,184,5,1,30.3315017762062
56784_c,15250.40965271,-8580.37451171875,201,10,1,44.8330235429198
56784_c,15250.40965271,-8530.37451171875,207,10,1,45.4972526643093
56784_c,15250.40965271,-8480.37451171875,194,11,1,46.1952378498044
56784_c,15250.40965271,-8430.37451171875,172,11,0,43.4971263418631
56784_c,15250.40965271,-8380.37451171875,130,7,0,30.1662062579967
56784_c,15300.40965271,-9280.37451171875,49,17,7,28.8617393793236
56784_c,15300.40965271,-9230.37451171875,59,25,9,38.405728739343
56784_c,15300.40965271,-9180.37451171875,62,34,30,45.912961132996
56784_c,15300.40965271,-9130.37451171875,57,43,43,49.5075751779463
56784_c,15300.40965271,-9080.37451171875,41,37,52,38.9486841883009
56784_c,15300.40965271,-9030.37451171875,33,31,53,31.984371183439
56784_c,15300.40965271,-8980.37451171875,35,25,51,29.5803989154981
56784_c,15300.40965271,-8930.37451171875,32,19,31,24.6576560118759
56784_c,15300.40965271,-8880.37451171875,35,10,18,18.7082869338697
56784_c,15300.40965271,-8830.37451171875,58,9,4,22.8473193175917
56784_c,15300.40965271,-8780.37451171875,95,7,1,25.7875939164553
56784_c,15300.40965271,-8730.37451171875,125,5,1,25
56784_c,15300.40965271,-8630.37451171875,201,5,1,31.7017349682947
56784_c,15300.40965271,-8580.37451171875,212,10,1,46.0434577328854
56784_c,15300.40965271,-8530.37451171875,207,10,1,45.4972526643093
56784_c,15300.40965271,-8480.37451171875,199,10,1,44.6094160463909
56784_c,15300.40965271,-8430.37451171875,189,10,0,43.4741302385683
56784_c,15300.40965271,-8380.37451171875,152,6,0,30.199337741083
56784_c,15350.40965271,-9330.37451171875,30,8,6,15.4919333848297
56784_c,15350.40965271,-9280.37451171875,47,16,8,27.4226184016042
56784_c,15350.40965271,-9230.37451171875,63,21,10,36.3730669589464
56784_c,15350.40965271,-9180.37451171875,71,27,31,43.7835585579793
56784_c,15350.40965271,-9130.37451171875,65,36,43,48.3735464897913
56784_c,15350.40965271,-9080.37451171875,52,33,48,41.424630354416
56784_c,15350.40965271,-9030.37451171875,56,27,49,38.8844441904472
56784_c,15350.40965271,-8980.37451171875,60,23,49,37.1483512420134
56784_c,15350.40965271,-8930.37451171875,52,18,30,30.5941170815567
56784_c,15350.40965271,-8880.37451171875,52,9,18,21.6333076527839
56784_c,15350.40965271,-8830.37451171875,80,6,7,21.9089023002066
56784_c,15350.40965271,-8580.37451171875,215,8,0,41.4728827066554
56784_c,15350.40965271,-8530.37451171875,207,10,0,45.4972526643093
56784_c,15350.40965271,-8480.37451171875,192,10,0,43.8178046004133
56784_c,15350.40965271,-8430.37451171875,195,10,0,44.1588043316392
