unified_int,type_int,original,simulations,enrichm,p_higher_orig,p_lower_orig,p.adj_higher,p.adj_lower,PI_value,int_ranking,sample_id,condition,from_label,to_label
Cholangiocyte--Cholangiocyte,homo,437,24.395,4.1083144907591,0,1,0,1,12.3249434722773,1,18321_a,irHepatitis,Cholangiocyte,Cholangiocyte
IgG+ B cell--IgG+ B cell,homo,97,6.192,3.76831682326285,0,1,0,1,11.3049504697885,2,18321_a,irHepatitis,IgG+ B cell,IgG+ B cell
IgG+ plasmablast / plasma cell--IgG+ plasmablast / plasma cell,homo,57,3.277,3.76138178791333,0,1,0,1,11.28414536374,3,18321_a,irHepatitis,IgG+ plasmablast / plasma cell,IgG+ plasmablast / plasma cell
IgM+ B cell--IgM+ B cell,homo,172,16.52,3.30369735781028,0,1,0,1,9.91109207343083,4,18321_a,irHepatitis,IgM+ B cell,IgM+ B cell
Vascular endothelial cell--Vascular endothelial cell,homo,286,29.059,3.25518181717937,0,1,0,1,9.76554545153811,5,18321_a,irHepatitis,Vascular endothelial cell,Vascular endothelial cell
IgG+ B cell--IgG+ plasmablast / plasma cell,hetero,74,9.089,2.89410741091023,0,1,0,1,8.68232223273069,6,18321_a,irHepatitis,IgG+ B cell,IgG+ plasmablast / plasma cell
CD8+ T cell 3--CD8+ T cell 3,homo,36,4.102,2.85839046668856,0,1,0,1,8.57517140006569,7,18321_a,irHepatitis,CD8+ T cell 3,CD8+ T cell 3
CD4+ T cell--CD4+ T cell,homo,497,79.479,2.62946145827987,0,1,0,1,7.88838437483962,8,18321_a,irHepatitis,CD4+ T cell,CD4+ T cell
Hepatocyte 4--Hepatocyte 4,homo,20,2.415,2.62043184426339,0,1,0,1,7.86129553279018,9,18321_a,irHepatitis,Hepatocyte 4,Hepatocyte 4
CD4+ T cell--IgM+ B cell,hetero,440,72.943,2.57629317323477,0,1,0,1,7.72887951970432,10,18321_a,irHepatitis,CD4+ T cell,IgM+ B cell
Ig+ hepatocyte--IgG+ B cell,hetero,8,0.648,2.44920875892118,0,1,0,1,7.34762627676354,11,18321_a,irHepatitis,Ig+ hepatocyte,IgG+ B cell
CD8+ T cell 2--CD8+ T cell 2,homo,13,1.917,2.26286953582151,0,1,0,1,6.78860860746454,12,18321_a,irHepatitis,CD8+ T cell 2,CD8+ T cell 2
IgG+ plasmablast / plasma cell--IgM+ B cell,hetero,67,14.665,2.11798997665401,0,1,0,1,6.35396992996203,13,18321_a,irHepatitis,IgG+ plasmablast / plasma cell,IgM+ B cell
IgG+ B cell--IgM+ B cell,hetero,72,20.343,1.77413348647475,0,1,0,1,5.32240045942426,14,18321_a,irHepatitis,IgG+ B cell,IgM+ B cell
CD8+ T cell 3--Cholangiocyte,hetero,71,20.138,1.76815802588828,0,1,0,1,5.30447407766484,15,18321_a,irHepatitis,CD8+ T cell 3,Cholangiocyte
IgG+ B cell--Vascular endothelial cell,hetero,79,27.05,1.51199922916593,0,1,0,1,4.5359976874978,16,18321_a,irHepatitis,IgG+ B cell,Vascular endothelial cell
CD8+ T cell 2--Cholangiocyte,hetero,40,13.601,1.48955672928051,0,1,0,1,4.46867018784154,17,18321_a,irHepatitis,CD8+ T cell 2,Cholangiocyte
IgG+ plasmablast / plasma cell--Vascular endothelial cell,hetero,53,19.672,1.38528143213163,0,1,0,1,4.15584429639489,18,18321_a,irHepatitis,IgG+ plasmablast / plasma cell,Vascular endothelial cell
CD4+ T cell--IgG+ B cell,hetero,115,44.495,1.35034490155697,0,1,0,1,4.05103470467091,19,18321_a,irHepatitis,CD4+ T cell,IgG+ B cell
CD8+ T cell 1--CD8+ T cell 1,homo,702,276.05,1.3433783222563,0,1,0,1,4.03013496676891,20,18321_a,irHepatitis,CD8+ T cell 1,CD8+ T cell 1
Macrophage 1--Macrophage 1,homo,885,359.544,1.29713136522752,0,1,0,1,3.89139409568255,21,18321_a,irHepatitis,Macrophage 1,Macrophage 1
CD8+ T cell 3--Hepatocyte 4,hetero,16,6.132,1.25315613828743,0,1,0,1,3.75946841486229,22,18321_a,irHepatitis,CD8+ T cell 3,Hepatocyte 4
Macrophage 2--Macrophage 2,homo,564,236.272,1.25170900654314,0,1,0,1,3.75512701962943,23,18321_a,irHepatitis,Macrophage 2,Macrophage 2
CD4+ T cell--CD8+ T cell 1,hetero,709,297.45,1.2503297708296,0,1,0,1,3.75098931248881,24,18321_a,irHepatitis,CD4+ T cell,CD8+ T cell 1
CD4+ T cell--CD8+ T cell 3,hetero,88,36.428,1.24968737753318,0,1,0,1,3.74906213259953,25,18321_a,irHepatitis,CD4+ T cell,CD8+ T cell 3
CD8+ T cell 1--CD8+ T cell 3,hetero,159,68.14,1.21047939639969,0,1,0,1,3.63143818919907,26,18321_a,irHepatitis,CD8+ T cell 1,CD8+ T cell 3
IgM+ B cell--Vascular endothelial cell,hetero,102,43.977,1.19538499682403,0,1,0,1,3.58615499047209,27,18321_a,irHepatitis,IgM+ B cell,Vascular endothelial cell
CD4+ T cell--IgG+ plasmablast / plasma cell,hetero,73,32.409,1.14728847024865,0,1,0,1,3.44186541074596,28,18321_a,irHepatitis,CD4+ T cell,IgG+ plasmablast / plasma cell
CD4+ T cell--Macrophage 2,hetero,557,274.452,1.01846418400313,0,1,0,1,3.0553925520094,29,18321_a,irHepatitis,CD4+ T cell,Macrophage 2
Stellate cell--Vascular endothelial cell,hetero,336,168.201,0.994010496408032,0,1,0,1,2.9820314892241,30,18321_a,irHepatitis,Stellate cell,Vascular endothelial cell
CD8+ T cell 1--CD8+ T cell 2,hetero,92,45.709,0.993530157626862,0,1,0,1,2.98059047288059,31,18321_a,irHepatitis,CD8+ T cell 1,CD8+ T cell 2
Hepatocyte 3--Hepatocyte 3,homo,982,512.028,0.93815384929342,0,1,0,1,2.81446154788026,32,18321_a,irHepatitis,Hepatocyte 3,Hepatocyte 3
Stellate cell--Stellate cell,homo,441,242.118,0.862389657865111,0,1,0,1,2.58716897359533,33,18321_a,irHepatitis,Stellate cell,Stellate cell
Cholangiocyte--Macrophage 2,hetero,267,150.404,0.823829679745581,0,1,0,1,2.47148903923674,34,18321_a,irHepatitis,Cholangiocyte,Macrophage 2
Macrophage 1--Macrophage 2,hetero,1018,580.763,0.808650602125345,0,1,0,1,2.42595180637604,35,18321_a,irHepatitis,Macrophage 1,Macrophage 2
CD8+ T cell 2--CD8+ T cell 3,hetero,14,5.669,1.16942014652246,0.003,1,0.00840983606557378,1,2.36973396736599,36,18321_a,irHepatitis,CD8+ T cell 2,CD8+ T cell 3
CD8+ T cell 3--IgG+ B cell,hetero,21,10.215,0.97207390332575,0.001,0.999,0.00289830508474577,1,2.34184674099579,37,18321_a,irHepatitis,CD8+ T cell 3,IgG+ B cell
CD4+ T cell--Vascular endothelial cell,hetero,167,97.044,0.776959983400601,0,1,0,1,2.3308799502018,38,18321_a,irHepatitis,CD4+ T cell,Vascular endothelial cell
IgM+ B cell--Macrophage 2,hetero,210,124.773,0.746420750378597,0,1,0,1,2.23926225113579,39,18321_a,irHepatitis,IgM+ B cell,Macrophage 2
CD8+ T cell 1--Macrophage 1,hetero,1052,630.259,0.738201479528413,0,1,0,1,2.21460443858524,40,18321_a,irHepatitis,CD8+ T cell 1,Macrophage 1
CD8+ T cell 3--Macrophage 2,hetero,102,62.069,0.707641373773312,0,1,0,1,2.12292412131993,41,18321_a,irHepatitis,CD8+ T cell 3,Macrophage 2
CD8+ T cell 3--Vascular endothelial cell,hetero,41,22.156,0.859003266211969,0.001,1,0.00289830508474577,1,2.06944553557171,42,18321_a,irHepatitis,CD8+ T cell 3,Vascular endothelial cell
CD8+ T cell 3--Macrophage 1,hetero,123,77.097,0.667001085419718,0,1,0,1,2.00100325625916,43,18321_a,irHepatitis,CD8+ T cell 3,Macrophage 1
CD8+ T cell 2--Macrophage 1,hetero,82,52.027,0.646384206075397,0,1,0,1,1.93915261822619,44,18321_a,irHepatitis,CD8+ T cell 2,Macrophage 1
Macrophage 2--Vascular endothelial cell,hetero,255,165.957,0.616667227734244,0,1,0,1,1.85000168320273,45,18321_a,irHepatitis,Macrophage 2,Vascular endothelial cell
Sinusoidal endothelial cell--Sinusoidal endothelial cell,homo,144,93.699,0.614631803886479,0,1,0,1,1.84389541165944,46,18321_a,irHepatitis,Sinusoidal endothelial cell,Sinusoidal endothelial cell
CD8+ T cell 1--Macrophage 2,hetero,771,511.428,0.591251538173117,0,1,0,1,1.77375461451935,47,18321_a,irHepatitis,CD8+ T cell 1,Macrophage 2
CD8+ T cell 1--IgM+ B cell,hetero,200,135.6,0.557238017776201,0,1,0,1,1.6717140533286,48,18321_a,irHepatitis,CD8+ T cell 1,IgM+ B cell
Hepatocyte 2--Hepatocyte 2,homo,2590,1766.691,0.551642908055977,0,1,0,1,1.65492872416793,49,18321_a,irHepatitis,Hepatocyte 2,Hepatocyte 2
IgG+ plasmablast / plasma cell--Macrophage 2,hetero,82,55.725,0.54912663256195,0,1,0,1,1.64737989768585,50,18321_a,irHepatitis,IgG+ plasmablast / plasma cell,Macrophage 2
Hepatocyte 2--Sinusoidal endothelial cell,hetero,1165,814.822,0.515241471094374,0,1,0,1,1.54572441328312,51,18321_a,irHepatitis,Hepatocyte 2,Sinusoidal endothelial cell
Hepatocyte 1--Hepatocyte 1,homo,4274,2993.164,0.513771175386821,0,1,0,1,1.54131352616046,52,18321_a,irHepatitis,Hepatocyte 1,Hepatocyte 1
CD8+ T cell 3--IgM+ B cell,hetero,29,16.657,0.764722256986303,0.004,0.999,0.0108571428571429,1,1.47287032135851,53,18321_a,irHepatitis,CD8+ T cell 3,IgM+ B cell
Hepatocyte 2--Hepatocyte 3,hetero,2639,1903.746,0.470939304029012,0,1,0,1,1.41281791208704,54,18321_a,irHepatitis,Hepatocyte 2,Hepatocyte 3
Hepatocyte 1--Hepatocyte 4,hetero,228,166.929,0.447496204596295,0,1,0,1,1.34248861378888,55,18321_a,irHepatitis,Hepatocyte 1,Hepatocyte 4
Hepatocyte 1--Sinusoidal endothelial cell,hetero,1443,1061.244,0.442955547498048,0,1,0,1,1.32886664249414,56,18321_a,irHepatitis,Hepatocyte 1,Sinusoidal endothelial cell
Ig+ hepatocyte--Ig+ hepatocyte,homo,1,0.018,0.974262438586392,0.017,0.999,0.0440454545454546,1,1.31169728558743,57,18321_a,irHepatitis,Ig+ hepatocyte,Ig+ hepatocyte
Hepatocyte 3--Sinusoidal endothelial cell,hetero,592,438.238,0.433029232486348,0,1,0,1,1.29908769745904,58,18321_a,irHepatitis,Hepatocyte 3,Sinusoidal endothelial cell
Hepatocyte 1--Hepatocyte 2,hetero,6171,4603.012,0.422846468160935,0,1,0,1,1.26853940448281,59,18321_a,irHepatitis,Hepatocyte 1,Hepatocyte 2
IgG+ B cell--Macrophage 2,hetero,106,76.744,0.460807553945949,0.001,1,0.00289830508474577,1,1.1101426185216,60,18321_a,irHepatitis,IgG+ B cell,Macrophage 2
Hepatocyte 1--Hepatocyte 3,hetero,3126,2476.485,0.335902896660927,0,1,0,1,1.00770868998278,61,18321_a,irHepatitis,Hepatocyte 1,Hepatocyte 3
Ig+ hepatocyte--IgG+ plasmablast / plasma cell,hetero,2,0.478,1.02131623123709,0.08,0.993,0.19,1,0.734292291747774,62,18321_a,irHepatitis,Ig+ hepatocyte,IgG+ plasmablast / plasma cell
CD8+ T cell 1--IgG+ plasmablast / plasma cell,hetero,82,60.599,0.430204406103529,0.00700000000000001,0.995,0.018703125,1,0.733698509018987,63,18321_a,irHepatitis,CD8+ T cell 1,IgG+ plasmablast / plasma cell
IgG+ B cell--Stellate cell,hetero,102,78.31,0.377069649079823,0.004,0.998,0.0108571428571429,1,0.726243665776669,64,18321_a,irHepatitis,IgG+ B cell,Stellate cell
CD8+ T cell 1--Cholangiocyte,hetero,202,163.633,0.302226180444814,0.002,0.998,0.00570000000000001,1,0.657017108952467,65,18321_a,irHepatitis,CD8+ T cell 1,Cholangiocyte
Macrophage 2--Stellate cell,hetero,543,478.309,0.182650621734753,0,1,0,1,0.54795186520426,66,18321_a,irHepatitis,Macrophage 2,Stellate cell
Hepatocyte 3--Hepatocyte 4,hetero,87,69.165,0.326751964989808,0.018,0.99,0.0459402985074627,1,0.43407500486533,67,18321_a,irHepatitis,Hepatocyte 3,Hepatocyte 4
CD8+ T cell 2--Macrophage 2,hetero,54,42.574,0.335964062986172,0.049,0.963,0.121434782608696,1,0.30643120436667,68,18321_a,irHepatitis,CD8+ T cell 2,Macrophage 2
CD8+ T cell 3--IgG+ plasmablast / plasma cell,hetero,11,7.324,0.527685535647909,0.118,0.929,0.2655,1,0.303051273590848,69,18321_a,irHepatitis,CD8+ T cell 3,IgG+ plasmablast / plasma cell
CD8+ T cell 1--Vascular endothelial cell,hetero,209,180.22,0.212647143431332,0.019,0.984,0.0477794117647059,1,0.278942748626017,70,18321_a,irHepatitis,CD8+ T cell 1,Vascular endothelial cell
Hepatocyte 2--Ig+ hepatocyte,hetero,16,11.42,0.452869572804583,0.106,0.939,0.244945945945946,1,0.275870179207264,71,18321_a,irHepatitis,Hepatocyte 2,Ig+ hepatocyte
CD4+ T cell--Macrophage 1,hetero,379,339.117,0.159968300770538,0.015,0.987,0.0394615384615385,1,0.222829061621643,72,18321_a,irHepatitis,CD4+ T cell,Macrophage 1
Hepatocyte 4--Sinusoidal endothelial cell,hetero,37,29.776,0.304193683809058,0.1,0.922,0.234246575342466,1,0.191178639579786,73,18321_a,irHepatitis,Hepatocyte 4,Sinusoidal endothelial cell
CD8+ T cell 1--IgG+ B cell,hetero,97,83.485,0.214086530277858,0.077,0.939,0.185450704225352,1,0.156162416298249,74,18321_a,irHepatitis,CD8+ T cell 1,IgG+ B cell
Ig+ hepatocyte--Macrophage 2,hetero,6,4.082,0.461958546666337,0.217,0.885,0.475730769230769,1,0.148624452743456,75,18321_a,irHepatitis,Ig+ hepatocyte,Macrophage 2
IgM+ B cell--Stellate cell,hetero,144,127.189,0.177780431780621,0.0659999999999999,0.946,0.161228571428571,1,0.140423901863909,76,18321_a,irHepatitis,IgM+ B cell,Stellate cell
IgG+ plasmablast / plasma cell--Stellate cell,hetero,66,56.454,0.221753757454889,0.11,0.913,0.2508,1,0.132818143316185,77,18321_a,irHepatitis,IgG+ plasmablast / plasma cell,Stellate cell
Hepatocyte 2--Hepatocyte 4,hetero,140,129.019,0.116972699348451,0.162,0.861,0.359766233766234,1,0.051792483714251,78,18321_a,irHepatitis,Hepatocyte 2,Hepatocyte 4
IgG+ plasmablast / plasma cell--Macrophage 1,hetero,73,68.115,0.0985264186354763,0.268,0.774,0.580101265822785,1,0.023227423730312,79,18321_a,irHepatitis,IgG+ plasmablast / plasma cell,Macrophage 1
Cholangiocyte--IgG+ B cell,hetero,26,24.466,0.0843870371164651,0.415,0.659,0.865426829268293,1,0.00525462114642563,80,18321_a,irHepatitis,Cholangiocyte,IgG+ B cell
Cholangiocyte--Macrophage 1,hetero,191,187.028,0.0301587955686735,0.39,0.635,0.823333333333333,1,0.00253023664454665,81,18321_a,irHepatitis,Cholangiocyte,Macrophage 1
Macrophage 1--Stellate cell,hetero,599,590.434,0.0207453180991757,0.356,0.661,0.76095,1,0.00244947286858751,82,18321_a,irHepatitis,Macrophage 1,Stellate cell
CD8+ T cell 3--Ig+ hepatocyte,hetero,0,0.569,-0.649845352306011,1,0.561,1,1,0.000282083232475896,83,18321_a,irHepatitis,CD8+ T cell 3,Ig+ hepatocyte
Hepatocyte 4--Ig+ hepatocyte,hetero,0,0.412,-0.497740088609093,1,0.658,1,1,0.000216057763019248,84,18321_a,irHepatitis,Hepatocyte 4,Ig+ hepatocyte
CD8+ T cell 2--Ig+ hepatocyte,hetero,0,0.347,-0.429749850800216,1,0.712,1,1,0.000186544731972899,85,18321_a,irHepatitis,CD8+ T cell 2,Ig+ hepatocyte
Ig+ hepatocyte--Vascular endothelial cell,hetero,1,1.48,-0.31034012061215,0.776,0.57,1,1,0.00013471165728675,86,18321_a,irHepatitis,Ig+ hepatocyte,Vascular endothelial cell
Ig+ hepatocyte--IgM+ B cell,hetero,1,1.049,-0.0349199843491596,0.65,0.718,1,1,1.51579787841279e-05,87,18321_a,irHepatitis,Ig+ hepatocyte,IgM+ B cell
Ig+ hepatocyte--Stellate cell,hetero,4,4.102,-0.0291348040530229,0.604,0.626,1,1,1.26467623037773e-05,88,18321_a,irHepatitis,Ig+ hepatocyte,Stellate cell
Ig+ hepatocyte--Macrophage 1,hetero,5,5.049,-0.0117341599660721,0.581,0.597,1,1,5.09353457999374e-06,89,18321_a,irHepatitis,Ig+ hepatocyte,Macrophage 1
CD8+ T cell 2--IgG+ B cell,hetero,6,6.961,-0.185594740423246,0.713,0.45,1,0.938414634146341,-0.00503753840511648,90,18321_a,irHepatitis,CD8+ T cell 2,IgG+ B cell
CD4+ T cell--Stellate cell,hetero,269,277.188,-0.0431007814254678,0.697,0.323,1,0.6904125,-0.00690745075583102,91,18321_a,irHepatitis,CD4+ T cell,Stellate cell
Sinusoidal endothelial cell--Stellate cell,hetero,288,302.745,-0.0717911677304884,0.832,0.182,1,0.41496,-0.0273487326682389,92,18321_a,irHepatitis,Sinusoidal endothelial cell,Stellate cell
Hepatocyte 4--IgG+ B cell,hetero,6,7.728,-0.318296179603916,0.786,0.337,1,0.711444444444445,-0.0468687928000356,93,18321_a,irHepatitis,Hepatocyte 4,IgG+ B cell
Hepatocyte 1--Ig+ hepatocyte,hetero,12,14.675,-0.269953819773585,0.826,0.268,1,0.595168831168831,-0.0606399245319311,94,18321_a,irHepatitis,Hepatocyte 1,Ig+ hepatocyte
CD8+ T cell 1--Stellate cell,hetero,481,517.78,-0.106089715445481,0.953,0.0510000000000001,1,0.12825,-0.0942680799166955,95,18321_a,irHepatitis,CD8+ T cell 1,Stellate cell
Cholangiocyte--Vascular endothelial cell,hetero,44,52.902,-0.260413802825836,0.898,0.129,1,0.298094594594595,-0.136506685182346,96,18321_a,irHepatitis,Cholangiocyte,Vascular endothelial cell
CD4+ T cell--Ig+ hepatocyte,hetero,1,2.459,-0.790355013710841,0.912,0.293,1,0.634215189873418,-0.155762474692917,97,18321_a,irHepatitis,CD4+ T cell,Ig+ hepatocyte
IgM+ B cell--Macrophage 1,hetero,135,154.289,-0.191348987602433,0.965,0.049,1,0.125059701492537,-0.172103819321452,98,18321_a,irHepatitis,IgM+ B cell,Macrophage 1
Macrophage 1--Vascular endothelial cell,hetero,180,204.71,-0.184622230729091,0.972,0.034,1,0.0894461538461539,-0.192673587094251,99,18321_a,irHepatitis,Macrophage 1,Vascular endothelial cell
CD4+ T cell--Cholangiocyte,hetero,74,87.492,-0.238656440581343,0.958,0.0580000000000001,1,0.141685714285714,-0.20181254146805,100,18321_a,irHepatitis,CD4+ T cell,Cholangiocyte
Cholangiocyte--Ig+ hepatocyte,hetero,0,1.29,-1.19534759832222,1,0.281,1,0.616038461538462,-0.25064976565712,101,18321_a,irHepatitis,Cholangiocyte,Ig+ hepatocyte
CD8+ T cell 2--Hepatocyte 4,hetero,2,4.272,-0.813387869624809,0.932,0.19,1,0.4275,-0.299366733346187,102,18321_a,irHepatitis,CD8+ T cell 2,Hepatocyte 4
CD8+ T cell 2--Hepatocyte 2,hetero,94,115.59,-0.295444634398176,0.989,0.012,1,0.0342,-0.42941617140205,103,18321_a,irHepatitis,CD8+ T cell 2,Hepatocyte 2
Hepatocyte 1--Stellate cell,hetero,1540,1703.11,-0.145151602427293,1,0,1,0,-0.43545480728188,104,18321_a,irHepatitis,Hepatocyte 1,Stellate cell
CD8+ T cell 2--Hepatocyte 1,hetero,125,150.358,-0.264541196843658,0.995,0.005,1,0.0155454545454546,-0.471232867917283,105,18321_a,irHepatitis,CD8+ T cell 2,Hepatocyte 1
Hepatocyte 4--Macrophage 1,hetero,44,58.242,-0.396695345149608,0.985,0.019,1,0.0532622950819673,-0.502018689696202,106,18321_a,irHepatitis,Hepatocyte 4,Macrophage 1
Cholangiocyte--IgM+ B cell,hetero,28,39.567,-0.48425371644858,0.974,0.034,1,0.0894461538461539,-0.505371970880258,107,18321_a,irHepatitis,Cholangiocyte,IgM+ B cell
Cholangiocyte--IgG+ plasmablast / plasma cell,hetero,11,17.844,-0.651070831284678,0.965,0.0659999999999999,1,0.15675,-0.522178750346594,108,18321_a,irHepatitis,Cholangiocyte,IgG+ plasmablast / plasma cell
CD8+ T cell 2--Vascular endothelial cell,hetero,9,14.745,-0.654893757473323,0.956,0.065,1,0.156549295774648,-0.525606946088592,109,18321_a,irHepatitis,CD8+ T cell 2,Vascular endothelial cell
Hepatocyte 4--Stellate cell,hetero,34,47.643,-0.47487728599312,0.983,0.024,1,0.0651428571428572,-0.560125855009978,110,18321_a,irHepatitis,Hepatocyte 4,Stellate cell
Hepatocyte 2--Stellate cell,hetero,1119,1310.514,-0.227734475718622,1,0,1,0,-0.683203427155867,111,18321_a,irHepatitis,Hepatocyte 2,Stellate cell
CD8+ T cell 2--Stellate cell,hetero,27,42.838,-0.646755153247264,0.994,0.00700000000000001,1,0.021,-1.07204667308402,112,18321_a,irHepatitis,CD8+ T cell 2,Stellate cell
Hepatocyte 4--Macrophage 2,hetero,30,46.826,-0.625526918883857,0.995,0.00600000000000001,1,0.0183214285714286,-1.0721285971912,113,18321_a,irHepatitis,Hepatocyte 4,Macrophage 2
Hepatocyte 3--Stellate cell,hetero,542,704.449,-0.377589589815384,1,0,1,0,-1.13276876944615,114,18321_a,irHepatitis,Hepatocyte 3,Stellate cell
Hepatocyte 3--Ig+ hepatocyte,hetero,2,5.999,-1.22218630732211,0.988,0.044,1,0.114,-1.1480022379579,115,18321_a,irHepatitis,Hepatocyte 3,Ig+ hepatocyte
CD8+ T cell 1--Ig+ hepatocyte,hetero,1,4.356,-1.42115596066222,0.991,0.0570000000000001,1,0.141260869565218,-1.20359764813968,116,18321_a,irHepatitis,CD8+ T cell 1,Ig+ hepatocyte
Cholangiocyte--Hepatocyte 4,hetero,7,14.857,-0.987047946981335,0.991,0.021,1,0.0579193548387097,-1.21381433347916,117,18321_a,irHepatitis,Cholangiocyte,Hepatocyte 4
CD8+ T cell 3--Stellate cell,hetero,42,63.669,-0.588737641831371,0.999,0.001,1,0.00328846153846154,-1.3939532200283,118,18321_a,irHepatitis,CD8+ T cell 3,Stellate cell
Ig+ hepatocyte--Sinusoidal endothelial cell,hetero,0,2.549,-1.82741257439886,1,0.07,1,0.163972602739726,-1.43011146931823,119,18321_a,irHepatitis,Ig+ hepatocyte,Sinusoidal endothelial cell
Hepatocyte 1--Macrophage 1,hetero,1353,2070.44,-0.613406293831878,1,0,1,0,-1.84021888149563,120,18321_a,irHepatitis,Hepatocyte 1,Macrophage 1
CD8+ T cell 2--IgM+ B cell,hetero,4,11.217,-1.28889006122208,0.999,0.00800000000000001,1,0.0231864406779661,-2.0833980335388,121,18321_a,irHepatitis,CD8+ T cell 2,IgM+ B cell
CD4+ T cell--CD8+ T cell 2,hetero,11,24.56,-1.09085343045111,0.999,0.003,1,0.00950000000000001,-2.15859244132293,122,18321_a,irHepatitis,CD4+ T cell,CD8+ T cell 2
Cholangiocyte--Stellate cell,hetero,92,152.829,-0.726024885947265,1,0,1,0,-2.1780746578418,123,18321_a,irHepatitis,Cholangiocyte,Stellate cell
Macrophage 1--Sinusoidal endothelial cell,hetero,221,367.857,-0.732501938148389,1,0,1,0,-2.19750581444517,124,18321_a,irHepatitis,Macrophage 1,Sinusoidal endothelial cell
Hepatocyte 2--Macrophage 1,hetero,919,1592.536,-0.792525845512992,1,0,1,0,-2.37757753653898,125,18321_a,irHepatitis,Hepatocyte 2,Macrophage 1
Hepatocyte 3--Macrophage 1,hetero,458,856.533,-0.901698037203548,1,0,1,0,-2.70509411161064,126,18321_a,irHepatitis,Hepatocyte 3,Macrophage 1
CD8+ T cell 1--Hepatocyte 1,hetero,940,1817.926,-0.950820222451997,1,0,1,0,-2.85246066735599,127,18321_a,irHepatitis,CD8+ T cell 1,Hepatocyte 1
Macrophage 2--Sinusoidal endothelial cell,hetero,152,297.412,-0.963773898735534,1,0,1,0,-2.8913216962066,128,18321_a,irHepatitis,Macrophage 2,Sinusoidal endothelial cell
CD8+ T cell 2--Hepatocyte 3,hetero,31,62.125,-0.980139577639157,1,0,1,0,-2.94041873291747,129,18321_a,irHepatitis,CD8+ T cell 2,Hepatocyte 3
IgG+ B cell--Macrophage 1,hetero,47,95.416,-1.00623817221122,1,0,1,0,-3.01871451663366,130,18321_a,irHepatitis,IgG+ B cell,Macrophage 1
CD8+ T cell 1--Sinusoidal endothelial cell,hetero,157,322.7,-1.03473280714471,1,0,1,0,-3.10419842143412,131,18321_a,irHepatitis,CD8+ T cell 1,Sinusoidal endothelial cell
CD8+ T cell 1--Hepatocyte 2,hetero,670,1397.25,-1.0592376587854,1,0,1,0,-3.17771297635619,132,18321_a,irHepatitis,CD8+ T cell 1,Hepatocyte 2
Hepatocyte 2--Macrophage 2,hetero,615,1290.309,-1.06783201140241,1,0,1,0,-3.20349603420722,133,18321_a,irHepatitis,Hepatocyte 2,Macrophage 2
Hepatocyte 1--Macrophage 2,hetero,790,1678.95,-1.08666869520196,1,0,1,0,-3.26000608560589,134,18321_a,irHepatitis,Hepatocyte 1,Macrophage 2
Hepatocyte 3--Macrophage 2,hetero,322,694.679,-1.106887606766,1,0,1,0,-3.320662820298,135,18321_a,irHepatitis,Hepatocyte 3,Macrophage 2
CD8+ T cell 1--Hepatocyte 4,hetero,23,50.863,-1.11167125504198,1,0,1,0,-3.33501376512595,136,18321_a,irHepatitis,CD8+ T cell 1,Hepatocyte 4
CD8+ T cell 1--Hepatocyte 3,hetero,342,751.502,-1.13348683987458,1,0,1,0,-3.40046051962374,137,18321_a,irHepatitis,CD8+ T cell 1,Hepatocyte 3
CD8+ T cell 2--Sinusoidal endothelial cell,hetero,11,26.605,-1.20189519529606,1,0,1,0,-3.60568558588818,138,18321_a,irHepatitis,CD8+ T cell 2,Sinusoidal endothelial cell
CD8+ T cell 2--IgG+ plasmablast / plasma cell,hetero,0,4.968,-2.57724753559315,1,0.00800000000000001,1,0.0231864406779661,-4.16593517875866,139,18321_a,irHepatitis,CD8+ T cell 2,IgG+ plasmablast / plasma cell
Hepatocyte 1--IgG+ plasmablast / plasma cell,hetero,68,198.555,-1.53211816010349,1,0,1,0,-4.59635448031047,140,18321_a,irHepatitis,Hepatocyte 1,IgG+ plasmablast / plasma cell
Hepatocyte 3--IgG+ B cell,hetero,37,112.745,-1.58173180508206,1,0,1,0,-4.74519541524618,141,18321_a,irHepatitis,Hepatocyte 3,IgG+ B cell
Hepatocyte 1--IgG+ B cell,hetero,91,274.581,-1.5827706582233,1,0,1,0,-4.7483119746699,142,18321_a,irHepatitis,Hepatocyte 1,IgG+ B cell
Hepatocyte 2--Vascular endothelial cell,hetero,141,452.628,-1.67561876305112,1,0,1,0,-5.02685628915335,143,18321_a,irHepatitis,Hepatocyte 2,Vascular endothelial cell
CD8+ T cell 3--Hepatocyte 2,hetero,53,171.814,-1.67818878539285,1,0,1,0,-5.03456635617856,144,18321_a,irHepatitis,CD8+ T cell 3,Hepatocyte 2
Hepatocyte 3--Vascular endothelial cell,hetero,75,244.503,-1.69166933043803,1,0,1,0,-5.07500799131408,145,18321_a,irHepatitis,Hepatocyte 3,Vascular endothelial cell
Hepatocyte 1--Vascular endothelial cell,hetero,181,591.377,-1.70257717630997,1,0,1,0,-5.10773152892992,146,18321_a,irHepatitis,Hepatocyte 1,Vascular endothelial cell
Cholangiocyte--Hepatocyte 1,hetero,157,536.298,-1.76579790946686,1,0,1,0,-5.29739372840059,147,18321_a,irHepatitis,Cholangiocyte,Hepatocyte 1
